Id,Action
1,0.988571428571
2,0.99
3,1.0
4,0.998571428571
5,1.0
6,1.0
7,0.988571428571
8,0.998571428571
9,0.945714285714
10,1.0
11,0.912857142857
12,1.0
13,0.92
14,0.985714285714
15,0.991428571429
16,0.921428571429
17,0.957142857143
18,1.0
19,0.997142857143
20,0.997142857143
21,1.0
22,0.998571428571
23,0.96
24,0.997142857143
25,0.998571428571
26,0.935714285714
27,0.988571428571
28,0.985714285714
29,0.994285714286
30,0.971428571429
31,0.995714285714
32,1.0
33,0.995714285714
34,0.991428571429
35,0.995714285714
36,1.0
37,0.995714285714
38,0.992857142857
39,0.948571428571
40,0.96
41,0.955714285714
42,0.99
43,0.994285714286
44,0.994285714286
45,0.99
46,0.957142857143
47,1.0
48,1.0
49,1.0
50,0.975714285714
51,0.917142857143
52,0.997142857143
53,0.994285714286
54,1.0
55,0.852857142857
56,0.997142857143
57,0.997142857143
58,1.0
59,0.9
60,0.925714285714
61,1.0
62,0.985714285714
63,0.984285714286
64,1.0
65,0.99
66,0.995714285714
67,0.97
68,1.0
69,0.948571428571
70,0.702857142857
71,0.98
72,0.985714285714
73,1.0
74,0.995714285714
75,1.0
76,1.0
77,0.995714285714
78,0.961428571429
79,0.388571428571
80,0.998571428571
81,0.987142857143
82,1.0
83,0.972857142857
84,0.988571428571
85,0.998571428571
86,0.998571428571
87,0.997142857143
88,0.998571428571
89,1.0
90,0.668571428571
91,1.0
92,0.515714285714
93,0.997142857143
94,0.982857142857
95,0.988571428571
96,0.985714285714
97,0.215714285714
98,0.93
99,0.998571428571
100,0.994285714286
101,0.897142857143
102,0.908571428571
103,0.998571428571
104,0.992857142857
105,0.714285714286
106,1.0
107,0.994285714286
108,0.98
109,1.0
110,0.982857142857
111,0.465714285714
112,0.988571428571
113,0.98
114,0.984285714286
115,1.0
116,0.997142857143
117,0.992857142857
118,0.995714285714
119,0.997142857143
120,0.998571428571
121,0.968571428571
122,0.991428571429
123,0.997142857143
124,0.957142857143
125,1.0
126,0.988571428571
127,0.951428571429
128,0.952857142857
129,0.921428571429
130,0.862857142857
131,1.0
132,0.994285714286
133,0.961428571429
134,0.992857142857
135,1.0
136,1.0
137,0.994285714286
138,0.975714285714
139,0.842857142857
140,1.0
141,1.0
142,0.992857142857
143,1.0
144,0.987142857143
145,0.997142857143
146,0.917142857143
147,0.981428571429
148,0.971428571429
149,1.0
150,0.998571428571
151,0.995714285714
152,0.67
153,0.995714285714
154,0.988571428571
155,0.997142857143
156,0.984285714286
157,0.961428571429
158,0.992857142857
