Id,Action
1,0.44469621305
2,0.945822437351
3,0.971335016572
4,0.944706050104
5,0.97819541209
6,0.958730522157
7,0.954814573835
8,0.995006934038
9,0.604033778554
10,0.949090534243
11,0.858500011369
12,0.942862214701
13,0.903905079281
14,0.730987290954
15,0.658545260535
16,0.799355170513
17,0.547456178496
18,0.673379583828
19,0.960087714774
20,0.958573185393
21,0.981416527221
22,0.934045565279
23,0.889582881488
24,0.958997943395
25,0.96685918438
26,0.730960247537
27,0.917888633406
28,0.6062928462
29,0.934043108257
30,0.77962659171
31,0.890977927354
32,0.937997169224
33,0.914848471918
34,0.97069520145
35,0.976899392812
36,0.946602932297
37,0.941242780031
38,0.989659286246
39,0.885575997073
40,0.702359997027
41,0.915823714455
42,0.92804724886
43,0.914359517955
44,0.92247314604
45,0.946059187931
46,0.942481345849
47,0.972260852875
48,0.916004785085
49,0.994431468645
50,0.954040773084
51,0.719852686897
52,0.95814014681
53,0.918335555346
54,0.970301682488
55,0.908783207778
56,0.920155623403
57,0.874813408143
58,0.987869214922
59,0.933138789816
60,0.940624165391
61,0.978301940674
62,0.981329897673
63,0.917603579792
64,0.970070046204
65,0.986948559505
66,0.968298147467
67,0.902112742817
68,0.972011989079
69,0.757892121234
70,0.317048944751
71,0.905304441471
72,0.958666494305
73,0.964927692101
74,0.95478539381
75,0.910010324952
76,0.958833458041
77,0.969124495729
78,0.749110052168
79,0.352723677656
80,0.972534110229
81,0.972571700735
82,0.971812476449
83,0.947276366644
84,0.948913336777
85,0.81800435087
86,0.8739244102
87,0.941673283881
88,0.931904679149
89,0.961036609699
90,0.608897189184
91,0.889294767472
92,0.499967532384
93,0.966110759766
94,0.829533728123
95,0.934319410918
96,0.934833727061
97,0.102356292742
98,0.969398750898
99,0.9718761583
100,0.971280744415
101,0.792594811143
102,0.247359362099
103,0.909924170109
104,0.878584604169
105,0.388996585382
106,0.962784683459
107,0.963557639381
108,0.958864193743
109,0.975336979976
110,0.932116304933
111,0.385681598021
112,0.92738871507
113,0.825200896062
114,0.942987392834
115,0.820918404637
116,0.816013849039
117,0.970630920861
118,0.960163919773
119,0.987475113828
120,0.92086101305
121,0.730178665156
122,0.908799836891
123,0.762188672439
124,0.929169898519
125,0.969559511529
126,0.781987592073
127,0.518316192245
128,0.679673064928
129,0.709655383625
130,0.945073573294
131,0.939472762887
132,0.951233380925
133,0.94146494277
134,0.586750168911
135,0.962911029641
136,0.677375450035
137,0.969272586945
138,0.870233051554
139,0.657088984561
140,0.972966446907
141,0.96063567658
142,0.82416822654
143,0.975249664299
144,0.970951331414
145,0.972181915902
146,0.687588444979
147,0.617589807865
148,0.694069883495
149,0.969126984236
150,0.927312523592
151,0.9452779787
152,0.676610322097
153,0.952383732762
154,0.778597738954
155,0.924064697102
156,0.745701687001
157,0.863248142076
158,0.94937438028
159,0.574968042247
160,0.899034273045
161,0.459307611032
162,0.880695696469
163,0.977775920514
164,0.825295916103
165,0.962654118771
166,0.961068007755
167,0.774336864326
168,0.88415291277
169,0.921771885768
170,0.968414906709
171,0.915846391114
172,0.868785101252
173,0.758491449867
174,0.936947506904
175,0.934406109611
176,0.954479121188
177,0.653031482304
178,0.957746773189
179,0.992735706499
180,0.665527626578
181,0.178500841789
182,0.928407589262
183,0.76442720499
184,0.561177964619
185,0.947848574582
186,0.756937339806
187,0.86898547324
188,0.854275572555
189,0.239548409635
190,0.894993676178
191,0.979116015496
192,0.905175240193
193,0.956277952723
194,0.970085009098
195,0.825066820841
196,0.96523907377
197,0.910180379811
198,0.896452557076
199,0.955784725743
200,0.329673322097
201,0.911405959131
202,0.919549834346
203,0.932972766965
204,0.818641857318
205,0.965001391553
206,0.941427710869
207,0.967670836497
208,0.848786112931
209,0.372857810399
210,0.345702371024
211,0.750602486332
212,0.947149438605
213,0.970641299474
214,0.804432020471
215,0.90601536778
216,0.637049453598
217,0.8308233434
218,0.945475460118
219,0.943319021487
220,0.820243267573
221,0.356268373272
222,0.986985150739
223,0.959989165482
