Id,Action
1,0.999782264233
2,0.993140161037
3,0.99628508091
4,0.985233008862
5,0.978460609913
6,0.994131147861
7,0.982069611549
8,0.987484753132
9,0.971717298031
10,0.979551672935
11,0.989262163639
12,0.998818218708
13,0.976560175419
14,0.99461466074
15,0.998724281788
16,0.992745578289
17,0.998599231243
18,0.921507358551
19,0.99425804615
20,0.997243404388
21,0.970502912998
22,0.960238158703
23,0.998645484447
24,0.964895546436
25,0.995619118214
26,0.996876358986
27,0.999405622482
28,0.969363152981
29,0.991289377213
30,0.994796574116
31,0.992296397686
32,0.998760819435
33,0.982313990593
34,0.993641674519
35,0.999372184277
36,0.980089664459
37,0.991555929184
38,0.999412178993
39,0.99736303091
40,0.982245922089
41,0.997691392899
42,0.986158668995
43,0.999865412712
44,0.990324497223
45,0.99288803339
46,0.997323989868
47,0.989819824696
48,0.999836683273
49,0.999138236046
50,0.977281033993
51,0.941441714764
52,0.992170035839
53,0.996716797352
54,0.967312335968
55,0.986132383347
56,0.999873399734
57,0.9990888834
58,0.995261669159
59,0.999777138233
60,0.996849834919
61,0.985296785831
62,0.955699145794
63,0.999082803726
64,0.982821464539
65,0.986319720745
66,0.983122050762
67,0.952867150307
68,0.97020637989
69,0.926778137684
70,0.997487187386
71,0.999271452427
72,0.974731683731
73,0.997483968735
74,0.986480951309
75,0.989409446716
76,0.997008740902
77,0.999585092068
78,0.963327527046
79,0.98767054081
80,0.849050879478
81,0.999143600464
82,0.967526555061
83,0.995910763741
84,0.987709760666
85,0.986788392067
86,0.999548852444
87,0.937699139118
88,0.990762889385
89,0.993098318577
90,0.954325377941
91,0.98330104351
92,0.979399085045
93,0.998032391071
94,0.831478595734
95,0.997416734695
96,0.997561454773
97,0.957495212555
98,0.992446482182
99,0.991510272026
100,0.962978065014
101,0.936518490314
102,0.939506590366
103,0.941510140896
104,0.998912453651
105,0.954358935356
106,0.998311877251
107,0.990739703178
108,0.963547289371
109,0.988476395607
110,0.981517732143
111,0.951276779175
112,0.999077916145
113,0.981563210487
114,0.998259484768
115,0.977899849415
116,0.998910784721
117,0.998233914375
118,0.972343087196
119,0.988226354122
120,0.997694551945
121,0.955582439899
122,0.988293766975
123,0.973474860191
124,0.987080276012
125,0.990185976028
126,0.6741117239
127,0.98453527689
128,0.994054496288
129,0.994123876095
130,0.982912421227
131,0.975906133652
132,0.997814416885
133,0.994171082973
134,0.984858810902
135,0.990593135357
136,0.9413600564
137,0.995057702065
138,0.977361321449
139,0.994645357132
140,0.987484514713
141,0.976807415485
142,0.998174905777
143,0.999472677708
144,0.650968790054
145,0.985550999641
146,0.998240351677
147,0.991160988808
148,0.966240823269
149,0.992415547371
150,0.993729829788
151,0.989654660225
152,0.974780380726
153,0.999190986156
154,0.941495478153
155,0.97520762682
156,0.967486679554
157,0.995503127575
158,0.997829258442
159,0.997890651226
160,0.993045866489
161,0.993682742119
162,0.994603693485
163,0.996564090252
164,0.991154551506
165,0.997700870037
166,0.996709823608
167,0.957248270512
168,0.980667471886
169,0.995247781277
170,0.999696016312
171,0.981746435165
172,0.959168791771
173,0.983473360538
174,0.99569183588
175,0.995472192764
176,0.987405717373
177,0.998770534992
178,0.992878496647
179,0.971539914608
180,0.995438039303
181,0.994997739792
182,0.998122513294
183,0.997537255287
184,0.99961322546
185,0.982237756252
186,0.996802687645
187,0.989148557186
188,0.999101281166
189,0.999247670174
190,0.993670046329
191,0.995676219463
192,0.995161235332
193,0.98901540041
194,0.982797265053
195,0.996519088745
196,0.989178419113
197,0.995218336582
198,0.998347878456
199,0.982237756252
200,0.993754863739
201,0.98599165678
202,0.982561409473
203,0.992863357067
204,0.944979965687
205,0.998633682728
206,0.996289134026
207,0.992331504822
208,0.985988199711
209,0.993277490139
210,0.99778842926
211,0.991405725479
212,0.999591648579
213,0.990107059479
214,0.988101959229
215,0.910007476807
216,0.932407259941
217,0.996379315853
218,0.99775415659
219,0.983490467072
220,0.993511497974
221,0.98935508728
222,0.99570786953
223,0.964576601982
224,0.99893194437
225,0.998026669025
226,0.988905668259
227,0.992911756039
228,0.994283854961
229,0.978130757809
230,0.987017333508
231,0.94591575861
232,0.992937743664
233,0.999439656734
234,0.969416022301
235,0.96292257309
236,0.968053340912
237,0.953722774982
238,0.987703442574
239,0.96203237772
240,0.999824941158
241,0.999329566956
242,0.999578416348
243,0.986187815666
244,0.969837784767
245,0.998187482357
246,0.991631925106
247,0.995831549168
248,0.985360682011
249,0.996811330318
250,0.994837701321
251,0.995220839977
252,0.987157762051
253,0.998817265034
254,0.99120259285
255,0.999359667301
256,0.999642252922
257,0.993442296982
258,0.991230964661
259,0.995704114437
260,0.960868000984
261,0.993222475052
262,0.989975750446
263,0.997373342514
264,0.989682018757
265,0.999853014946
266,0.963834226131
267,0.996786952019
268,0.996707558632
269,0.997127592564
270,0.991009354591
271,0.988482892513
272,0.982084929943
273,0.984029769897
274,0.991868376732
275,0.97476541996
276,0.984207451344
277,0.999353587627
278,0.998710751534
279,0.990249693394
280,0.96373218298
281,0.901948869228
282,0.97889572382
283,0.997686505318
284,0.952389240265
285,0.987584769726
286,0.994453132153
287,0.938960015774
288,0.965205848217
289,0.990985751152
290,0.999696016312
291,0.990395963192
292,0.969536840916
293,0.981282830238
294,0.929664969444
295,0.997752487659
296,0.983983159065
297,0.973411619663
298,0.997718691826
299,0.991212904453
300,0.991436421871
301,0.982534587383
302,0.995758116245
303,0.935701429844
304,0.909606158733
305,0.942011237144
306,0.938916444778
307,0.986788392067
308,0.884666085243
309,0.968071997166
310,0.999217629433
311,0.980893611908
312,0.995777130127
313,0.965291619301
314,0.97439968586
315,0.998673081398
316,0.997729361057
317,0.996975660324
318,0.994081914425
319,0.984028637409
320,0.98992818594
321,0.999268591404
322,0.960837602615
323,0.992816090584
324,0.997807562351
325,0.999724566936
326,0.996419548988
327,0.924436509609
328,0.990968048573
329,0.951402902603
330,0.989024341106
331,0.941347897053
332,0.983277320862
333,0.986211180687
334,0.997385323048
335,0.991189599037
336,0.998639643192
337,0.990129888058
338,0.968935787678
339,0.960158288479
340,0.991250038147
341,0.86173081398
342,0.998546540737
343,0.991439461708
344,0.996863603592
345,0.998327195644
346,0.992127656937
347,0.97883862257
348,0.999448597431
349,0.968354463577
350,0.975406169891
351,0.99505096674
352,0.983363866806
353,0.996782779694
354,0.972716271877
355,0.987962305546
356,0.995466589928
357,0.994680583477
358,0.999682068825
359,0.999417901039
360,0.997101247311
361,0.964460432529
362,0.999425888062
363,0.995771348476
364,0.943317770958
365,0.996040344238
366,0.961869060993
367,0.973398029804
368,0.980972766876
369,0.776257276535
370,0.999187409878
371,0.999334394932
372,0.992684721947
373,0.992431163788
374,0.997496187687
375,0.988388478756
376,0.979852437973
377,0.962190330029
378,0.983233273029
379,0.99594193697
380,0.867234349251
381,0.983266353607
382,0.997653901577
383,0.997635006905
384,0.944319784641
385,0.998505830765
386,0.992108523846
387,0.994491457939
388,0.993239879608
389,0.997063219547
390,0.999526977539
391,0.997355699539
392,0.9942740798
393,0.999069869518
394,0.987060070038
395,0.912491977215
396,0.991172850132
397,0.992686033249
398,0.993648707867
399,0.995263338089
